dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),2,15-24 years,2015,15-24 years,2.3,Unknown,Methadone,2
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages,2.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages,2.9,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2014,All ages,2.2,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages,2.5,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages,5.1,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages,8.9,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages,10.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2008,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages,,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages,0.3,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages,1.0,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2017,All ages,1.4,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages,1.6,Male,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,1999,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2000,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2001,All ages,,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2002,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2003,All ages,0.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2004,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2005,All ages,0.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2006,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2007,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2009,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2010,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2011,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2012,All ages,0.2,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2013,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2014,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2015,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2016,All ages,1.1,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2017,All ages,1.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Hispanic or Latino: All races,2018,All ages,1.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,1999,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2000,All ages,0.3,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2001,All ages,0.4,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2002,All ages,0.5,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2003,All ages,0.6,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2004,All ages,0.7,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2005,All ages,0.7,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2006,All ages,0.9,Female,Methadone,0
Drug overdose deaths involving other synthetic opioids (other than methadone),1,Female: Not Hispanic or Latino: White,2007,All ages,0.9,Female,Methadone,0
